name,ip_address,category,status,location,brand
FPTV - Blok A Lift Tingkat 2,10.66.8.4,cctv,unknown,,
FPTV - Blok A Lift Tingkat 3,10.66.8.5,cctv,unknown,,
FPTV - Blok A Lift Tingkat 4,10.66.8.6,cctv,unknown,,
FPTV - Blok A Lift Tingkat 5,10.66.8.7,cctv,unknown,,
FPTV - Blok B Lift Tingkat 1,10.66.8.8,cctv,unknown,,
FPTV - Blok C Lift Ground,10.66.8.9,cctv,unknown,,
FPTV - Blok C Lift Tingkat 1,10.66.8.10,cctv,unknown,,
FPTV - Blok C Lift Tingkat 2,10.66.8.11,cctv,unknown,,
FPTV - Blok D Lift Ground,10.66.8.12,cctv,unknown,,
FPTV - Blok D Lift Tingkat 1,10.66.8.13,cctv,unknown,,
FPTV Roof Top,10.66.8.14,cctv,unknown,,
HEP Kafe - Aras Bawah Hadapan Lift,10.66.8.15,cctv,unknown,,
HEP Kafe - Aras 1 Hadapan Lift,10.66.8.16,cctv,unknown,,
HEP Kafe - Aras 2 Hadapan Lift,10.66.8.17,cctv,unknown,,
HEP Kafe - Aras Bawah Sebelah Kanan,10.66.8.18,cctv,unknown,,
HEP Kafe - Aras 2 Sebelah Kanan,10.66.8.19,cctv,unknown,,
HEP Kafe - Foyer,10.66.8.20,cctv,unknown,,
HEP Kafe - Ruang Makan Cafeteria,10.66.8.21,cctv,unknown,,
HEP Kafe  Laluan Belakang Cafeteria,10.66.8.22,cctv,unknown,,
FKAAB - Bilik Kebal,10.67.8.1,cctv,unknown,,
FKAAB - Lift Aras Bawah South East,10.67.8.2,cctv,unknown,,
FKAAB - Lift Aras 1 South East,10.67.8.3,cctv,unknown,,
FKAAB - Lift Aras 2 South East (depan pintu MU-205),10.67.8.4,cctv,unknown,,
FKAAB - Lift Aras 3 South East,10.67.8.5,cctv,unknown,,
FKAAB - Lift Aras 4 South East,10.67.8.6,cctv,unknown,,
FKAAB - Lift Aras 5 South East,10.67.8.7,cctv,unknown,,
FKAAB - Lift Aras 6 South East,10.67.8.8,cctv,unknown,,
FKAAB - Lift Aras 7 South East,10.67.8.9,cctv,unknown,,
FKAAB - Lift Aras 8 South East,10.67.8.10,cctv,unknown,,
FKAAB - Lift Aras Bawah North East,10.67.8.11,cctv,unknown,,
FKAAB - Lift Aras Mezznine North East,10.67.8.12,cctv,unknown,,
FKAAB - Lift Aras 1 North East,10.67.8.13,cctv,unknown,,
FKAAB - Lift Aras 2 North East,10.67.8.14,cctv,unknown,,
FKAAB - Lift Aras 3 North East,10.67.8.15,cctv,unknown,,
FKAAB - Lift Aras 4 North East,10.67.8.16,cctv,unknown,,
FKAAB - Lift Aras 5 North East,10.67.8.17,cctv,unknown,,
FKAAB - Lift Aras 6 North East,10.67.8.18,cctv,unknown,,
FKAAS Roof Top,10.67.8.19,cctv,unknown,,
Kamera FKAAB Tower - Pemantauan Projek Bangunan Pusat Data,10.67.8.20,cctv,unknown,,
FPTP - Makmal Multimedia dan GIS,10.68.8.1,cctv,unknown,,
FPTP - Makmal Sains Pengurusan,10.68.8.2,cctv,unknown,,
FPTP - Makmal Komputer Pengeluaran dan Operasi,10.68.8.3,cctv,unknown,,
FPTP - Hall,10.68.8.4,cctv,unknown,,
FPTP - Tangga 2,10.68.8.7,cctv,unknown,,
FPTP - Tangga 3,10.68.8.8,cctv,unknown,,
FPTP - Tangga 4,10.68.8.9,cctv,unknown,,
FPTP - Tangga 5,10.68.8.10,cctv,unknown,,
FPTP - Tangga 6,10.68.8.11,cctv,unknown,,
FPTP - Tangga 8,10.68.8.12,cctv,unknown,,
FPTP - Tangga 7,10.68.8.13,cctv,unknown,,
FKEE Aras Bawah CAM 1,10.69.8.1,cctv,unknown,,
FKEE Aras Bawah CAM 2,10.69.8.2,cctv,unknown,,
FKEE Aras 1 CAM 1,10.69.8.3,cctv,unknown,,
FKEE Aras 1 CAM 2,10.69.8.4,cctv,unknown,,
FKEE Aras 2 CAM 1,10.69.8.5,cctv,unknown,,
FKEE Aras 2 CAM 2,10.69.8.6,cctv,unknown,,
FKEE AKADEMIA - 4 - Staircase 1,10.69.8.10,cctv,unknown,,
FKEE AKADEMIA - GF - Rear Lobby Entrance,10.69.8.11,cctv,unknown,,
FKEE AKADEMIA - 1 - Staircase 3,10.69.8.12,cctv,unknown,,
FKEE AKADEMIA - GF - Bilik Kebal,10.69.8.13,cctv,unknown,,
FKEE AKADEMIA - GF - Side Entrance - Staircase 3,10.69.8.14,cctv,unknown,,
FKEE AKADEMIA - GF - Side Entrance - Staircase 1,10.69.8.15,cctv,unknown,,
FKEE AKADEMIA - 2 - Staircase 1,10.69.8.16,cctv,unknown,,
FKEE AKADEMIA - 2 - Staircase 2,10.69.8.17,cctv,unknown,,
FKEE AKADEMIA - 2 - Staircase 3,10.69.8.18,cctv,unknown,,
FKEE AKADEMIA - 3 - Staircase 3,10.69.8.19,cctv,unknown,,
FKEE AKADEMIA - 3 - Staircase 2,10.69.8.20,cctv,unknown,,
FKEE AKADEMIA - 3 - Staircase 1,10.69.8.21,cctv,unknown,,
FKEE AKADEMIA - 4 - Staircase 2,10.69.8.22,cctv,unknown,,
FKEE AKADEMIA - 4 - Staircase 3,10.69.8.23,cctv,unknown,,
FKEE AKADEMIA - 5 - Staircase 1,10.69.8.24,cctv,unknown,,
FKEE AKADEMIA - 5 - Staircase 3,10.69.8.25,cctv,unknown,,
FKEE AKADEMIA - 5 - Staircase 2,10.69.8.26,cctv,unknown,,
FKEE AKADEMIA - 6 - Staircase 3,10.69.8.27,cctv,unknown,,
FKEE AKADEMIA - 6 - Staircase 2,10.69.8.28,cctv,unknown,,
FKEE AKADEMIA - 6 - Staircase 1,10.69.8.29,cctv,unknown,,
FKEE AKADEMIA - 7 - Staircase 2,10.69.8.30,cctv,unknown,,
FKEE AKADEMIA - 7 - Staircase 1,10.69.8.31,cctv,unknown,,
FKEE AKADEMIA - 7 - Staircase 3,10.69.8.32,cctv,unknown,,
FKEE AKADEMIA - 1 - Staircase 1,10.69.8.33,cctv,unknown,,
FKEE AKADEMIA - 2 - Lift Lobby,10.69.8.34,cctv,unknown,,
FKEE AKADEMIA - 6 - Lift Lobby,10.69.8.35,cctv,unknown,,
FKEE AKADEMIA - 1 - Lift Lobby,10.69.8.36,cctv,unknown,,
FKEE AKADEMIA - 1 - Staircase 2,10.69.8.37,cctv,unknown,,
FKEE AKADEMIA - 3 - Lift Lobby,10.69.8.38,cctv,unknown,,
FKEE AKADEMIA - 7 - Lift Lobby,10.69.8.39,cctv,unknown,,
FKEE AKADEMIA - 5 - Lift Lobby,10.69.8.40,cctv,unknown,,
FKEE AKADEMIA - 4 - Lift Lobby,10.69.8.41,cctv,unknown,,
FKEE AKADEMIA - GF - Main Lobby Entrance,10.69.8.42,cctv,unknown,,
NVR,10.100.10.201,cctv,unknown,,
Attendent TAS,10.100.10.203,cctv,unknown,,
Pintu Masuk/Keluar,10.100.10.204,cctv,unknown,,
Bridging Master,10.100.10.205,cctv,unknown,,
Bridging Remote,10.100.10.206,cctv,unknown,,
Digital Video Recorder,10.100.10.207,cctv,unknown,,
Parkir,10.100.10.208,cctv,unknown,,
Stor Pelupusan,10.100.10.209,cctv,unknown,,
Kabin Stor,10.100.10.210,cctv,unknown,,
Blok Lavender,10.100.10.211,cctv,unknown,,
Kafe Laluan Tidak Berpagar,10.100.10.212,cctv,unknown,,
Kafe ke Blok Jasmin,10.100.10.213,cctv,unknown,,
Kafe ke Blok Lavender,10.100.10.214,cctv,unknown,,
KB  Pintu Masuk,172.16.72.103,cctv,unknown,,
KB - Parkir PPD,172.16.72.104,cctv,unknown,,
KB  Bilik Server,172.16.72.106,cctv,unknown,,
KB Blok B koridor,172.16.72.111,cctv,unknown,,
KB - PPD,172.16.72.115,cctv,unknown,,
NVR,192.168.0.238,cctv,unknown,,
Encoder,192.168.0.239,cctv,unknown,,
Pondok Pengawal,192.168.0.240,cctv,unknown,,
Right Border,192.168.0.241,cctv,unknown,,
Left Border,192.168.0.242,cctv,unknown,,
Pintu Masuk Pejabat,192.168.0.243,cctv,unknown,,
Ruang Dalam Pejabat,192.168.0.244,cctv,unknown,,
Laluan Tangga,192.168.0.245,cctv,unknown,,
Bridging Pintu Masuk,192.168.0.246,cctv,unknown,,
Bridging Pondok Pengawal,192.168.0.247,cctv,unknown,,
CCTV Keyboard,192.168.0.248,cctv,unknown,,
CAMERA 1,192.168.254.2,cctv,unknown,,
Camera 2,192.168.254.3,cctv,unknown,,
